31.782,103.63,205.54
75.933,92.69,56.433
156.06,171.05,33.035
132.18,209.33,177.14
43.828,61.121,26.977
86.877,116.44,101.87
174.64,185.17,138.55
249.34,252.78,252.1
99.023,170.78,160.34
76.152,170.25,248.98
120.19,145.81,87.556
16.234,146.83,164.3
76.824,45.025,16.907
84.446,112.78,23.957
156,193.89,236.18
97.831,177.03,244.72
113.37,140.13,24.623
200.58,225.52,248.34
222.01,239.16,245.64
24.278,31.929,8.6074
53.25,107.65,141.6
128.8,155.31,52.312
36.175,129.26,232.65
61.82,86.657,17.491
240.58,210.16,131.86
112.64,80.387,28.258
76.795,141.27,217.3
85.261,132.07,158.42
100.89,127.43,52.61
210.99,146.76,55.856
152.73,111.92,40.229
145.2,164.81,116.87
133.03,168.37,164.72
124.53,109.58,72.888
186.92,199.01,59.598
151.47,175.49,74.317
171.71,137.79,87.179
248.45,237.75,168.47
176.9,209.05,177.04
212.72,175.86,104.6
53.877,152.81,246.59
181.19,210.35,239.9
129.34,175.96,227.74
50.9,81.409,91.348
114.16,144.56,133.7
20.361,90.107,198.92
105.89,156.93,208.5
57.551,121.11,199.31
